Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes,Team
2017-09-24,11:15,Descentralizado,Torneo Clausura,Sun,Home,D,1,1,Unión Comercio,,"1,895",Manuel Corrales,4-2-3-1,4-2-3-1,José Martínez,Match Report,,Sport Huancayo
2017-10-02,15:30,Descentralizado,Torneo Clausura,Mon,Home,D,1,1,Alianza Atlético,,"1,366",Víctor Balta,4-2-3-1,4-5-1,Henry Gambetta,Match Report,,Sport Huancayo
2017-10-14,12:30,Descentralizado,Torneo Clausura,Sat,Away,L,2,3,Juan Aurich,,425,Manuel Corrales,4-1-4-1,4-2-3-1,Luis Garay Evia,Match Report,,Sport Huancayo
2017-10-18,19:00,Descentralizado,Torneo Clausura,Wed,Away,L,0,2,Universitario,,"3,694",Joel Pinto,4-2-3-1,4-3-3,Luis Seminario,Match Report,,Sport Huancayo
2017-10-21,13:15,Descentralizado,Torneo Clausura,Sat,Home,W,3,0,Dep Municipal,,"1,007",,4-5-1,4-4-2,Miguel Santiváñez,Match Report,,Sport Huancayo
2017-10-26,15:30,Descentralizado,Torneo Clausura,Thu,Home,W,4,2,Alianza Lima,,"6,952",Víctor Balta,4-2-3-1,4-3-3,Michael Espinoza,Match Report,,Sport Huancayo
2017-10-30,15:30,Descentralizado,Torneo Clausura,Mon,Away,L,1,2,Comerciantes,,"1,874",Víctor Balta,4-2-3-1,4-4-2,Jorge Panta,Match Report,,Sport Huancayo
2017-11-17,13:15,Descentralizado,Torneo Clausura,Fri,Home,L,2,3,USMP,,720,Víctor Balta,4-4-1-1,4-2-3-1,Yovany Quevedo Guerra,Match Report,,Sport Huancayo
2017-11-25,12:30,Descentralizado,Torneo Clausura,Sat,Away,W,1,0,Real Garcilaso,,"2,004",Víctor Balta,4-2-3-1,4-2-3-1,Eduardo Chirinos,Match Report,,Sport Huancayo
2017-11-30,15:30,Descentralizado,Torneo Clausura,Thu,Home,D,1,1,Ayacucho,,"1,155",Víctor Balta,4-2-3-1,4-4-2,Miguel Santiváñez,Match Report,,Sport Huancayo
2017-12-03,15:00,Descentralizado,Torneo Clausura,Sun,Away,L,0,4,Melgar,,"2,795",,4-5-1,4-3-3,Kevin Ortega,Match Report,,Sport Huancayo
2017-02-04,17:45,Descentralizado,Torneo de Verano Regular Season,Sat,Home,W,1,0,Ayacucho,,"8,220",Salomón Libman,4-2-3-1,5-4-1,Augusto Menéndez,Match Report,,Sport Rosario
2017-02-12,13:30,Descentralizado,Torneo de Verano Regular Season,Sun,Away,W,2,0,Unión Comercio,,580,Salomón Libman,4-5-1,4-4-2,Edwin Ordóñez,Match Report,,Sport Rosario
2017-02-18,17:45,Descentralizado,Torneo de Verano Regular Season,Sat,Home,W,1,0,Alianza Atlético,,"7,883",Salomón Libman,4-2-3-1,4-1-4-1,John Cabrera,Match Report,,Sport Rosario
2017-02-22,20:00,Descentralizado,Torneo de Verano Regular Season,Wed,Away,L,1,3,USMP,,714,Salomón Libman,4-3-2-1,4-2-3-1,Jesús Cartagena,Match Report,,Sport Rosario
2017-02-25,17:45,Descentralizado,Torneo de Verano Regular Season,Sat,Home,W,2,1,Sporting Cristal,,"15,508",Salomón Libman,3-4-3,4-2-3-1,Henry Gambetta,Match Report,,Sport Rosario
2017-03-05,13:00,Descentralizado,Torneo de Verano Regular Season,Sun,Home,D,0,0,Melgar,,"9,985",Salomón Libman,4-5-1,4-5-1,Diego Haro,Match Report,,Sport Rosario
2017-03-08,17:45,Descentralizado,Torneo de Verano Regular Season,Wed,Away,D,0,0,Cantolao,,771,Salomón Libman,4-2-3-1,4-3-3,John Cabrera,Match Report,,Sport Rosario
2017-03-11,11:00,Descentralizado,Torneo de Verano Regular Season,Sat,Away,W,1,0,Ayacucho,,"1,556",Salomón Libman,4-2-3-1,4-2-3-1,Jorge Panta,Match Report,,Sport Rosario
2017-04-08,15:30,Descentralizado,Torneo de Verano Regular Season,Sat,Away,L,0,1,Sporting Cristal,,"2,905",Salomón Libman,4-3-3,4-3-2-1,Miguel Santiváñez,Match Report,,Sport Rosario
2017-04-15,17:45,Descentralizado,Torneo de Verano Regular Season,Sat,Home,D,0,0,Unión Comercio,,"5,002",Salomón Libman,4-5-1,4-4-2,Luis Seminario,Match Report,,Sport Rosario
2017-04-21,15:30,Descentralizado,Torneo de Verano Regular Season,Fri,Away,W,3,0,Alianza Atlético,,388,,4-5-1,4-5-1,John Cabrera,Match Report,,Sport Rosario
2017-04-30,18:15,Descentralizado,Torneo de Verano Regular Season,Sun,Home,D,1,1,USMP,,"6,388",,4-5-1,4-5-1,Roberto Mauro,Match Report,,Sport Rosario
2017-05-07,13:15,Descentralizado,Torneo de Verano Regular Season,Sun,Away,D,0,0,Melgar,,"6,744",,4-5-1,3-4-3,Eduardo Chirinos,Match Report,,Sport Rosario
2017-05-14,15:30,Descentralizado,Torneo de Verano Regular Season,Sun,Home,D,1,1,Cantolao,,"2,731",,4-2-3-1,4-4-2,José Mendoza,Match Report,,Sport Rosario
2017-05-27,17:45,Descentralizado,Torneo Apertura,Sat,Home,W,1,0,Dep Municipal,,"5,413",,4-1-4-1,4-4-2,Luis Garay Evia,Match Report,,Sport Rosario
2017-06-02,13:15,Descentralizado,Torneo Apertura,Fri,Away,L,0,2,Sport Huancayo,,832,,4-2-3-1,4-2-3-1,Roberto Mauro,Match Report,,Sport Rosario
2017-06-10,17:45,Descentralizado,Torneo Apertura,Sat,Home,D,1,1,Comerciantes,,"3,438",,4-2-3-1,4-5-1,Wilfredo Blas,Match Report,,Sport Rosario
2017-06-17,15:00,Descentralizado,Torneo Apertura,Sat,Home,D,1,1,Real Garcilaso,,"2,829",,4-2-3-1,4-2-3-1,Jesús Cartagena,Match Report,,Sport Rosario
2017-06-25,16:00,Descentralizado,Torneo Apertura,Sun,Away,L,1,4,Alianza Lima,,"5,505",Salomón Libman,4-2-3-1,4-1-4-1,Diego Haro,Match Report,,Sport Rosario
2017-06-28,15:30,Descentralizado,Torneo Apertura,Wed,Away,D,1,1,USMP,,,Salomón Libman,4-2-3-1,4-4-2,Edwin Ordóñez,Match Report,,Sport Rosario
2017-07-01,17:45,Descentralizado,Torneo Apertura,Sat,Home,W,2,1,Melgar,,"3,538",Salomón Libman,4-2-3-1,4-3-3,Michael Espinoza,Match Report,,Sport Rosario
2017-07-06,13:15,Descentralizado,Torneo Apertura,Thu,Away,W,1,0,Ayacucho,,"1,175",Salomón Libman,4-2-3-1,4-2-3-1,Diego Jaimes,Match Report,,Sport Rosario
2017-07-09,18:15,Descentralizado,Torneo Apertura,Sun,Home,L,1,3,Sporting Cristal,,"12,161",Salomón Libman,4-2-3-1,4-1-4-1,Miguel Santiváñez,Match Report,,Sport Rosario
2017-07-15,20:00,Descentralizado,Torneo Apertura,Sat,Home,D,0,0,Universitario,,"16,000",Salomón Libman,4-2-3-1,5-4-1,Joel Alarcón,Match Report,,Sport Rosario
2017-07-21,15:30,Descentralizado,Torneo Apertura,Fri,Away,L,1,2,UTC,,"2,361",Salomón Libman,4-2-3-1,4-2-3-1,Micke Palomino,Match Report,,Sport Rosario
2017-07-26,17:45,Descentralizado,Torneo Apertura,Wed,Home,W,3,1,Cantolao,,"2,474",Salomón Libman,4-2-3-1,4-2-3-1,Yovany Quevedo Guerra,Match Report,,Sport Rosario
2017-07-29,12:30,Descentralizado,Torneo Apertura,Sat,Away,D,1,1,Unión Comercio,,270,Salomón Libman,4-2-3-1,4-4-2,Jorge Panta,Match Report,,Sport Rosario
2017-08-06,18:00,Descentralizado,Torneo Apertura,Sun,Home,W,1,0,Alianza Atlético,,"2,944",Salomón Libman,4-2-3-1,4-2-3-1,Augusto Menéndez,Match Report,,Sport Rosario
2017-08-12,11:00,Descentralizado,Torneo Apertura,Sat,Away,D,1,1,Juan Aurich,,625,,4-2-3-1,4-2-3-1,Eduardo Chirinos,Match Report,,Sport Rosario
2017-08-19,15:00,Descentralizado,Torneo Clausura,Sat,Away,L,0,3,Dep Municipal,,"1,548",Salomón Libman,4-4-2,4-2-3-1,Víctor Carrillo,Match Report,,Sport Rosario
2017-09-09,17:45,Descentralizado,Torneo Clausura,Sat,Home,D,1,1,Sport Huancayo,,"2,364",Salomón Libman,4-2-3-1,4-2-3-1,Roberto Mauro,Match Report,,Sport Rosario
2017-09-13,15:30,Descentralizado,Torneo Clausura,Wed,Away,W,1,0,Comerciantes,,893,Salomón Libman,4-3-3,4-5-1,Luis Seminario,Match Report,,Sport Rosario
2017-09-16,17:45,Descentralizado,Torneo Clausura,Sat,Home,D,1,1,USMP,,"1,949",Salomón Libman,4-3-1-2,4-2-3-1,Kevin Ortega,Match Report,,Sport Rosario
2017-09-24,13:15,Descentralizado,Torneo Clausura,Sun,Away,L,1,2,Real Garcilaso,,"1,719",Salomón Libman,4-2-3-1,4-4-2,Jorge Panta,Match Report,,Sport Rosario
2017-09-28,20:00,Descentralizado,Torneo Clausura,Thu,Home,L,0,1,Alianza Lima,,"14,000",,4-2-3-1,4-2-3-1,Miguel Santiváñez,Match Report,,Sport Rosario
2017-10-01,13:30,Descentralizado,Torneo Clausura,Sun,Away,D,2,2,Melgar,,"3,122",,4-2-3-1,4-5-1,José Martínez,Match Report,,Sport Rosario
2017-10-14,17:45,Descentralizado,Torneo Clausura,Sat,Home,W,3,0,Ayacucho,,"1,124",Salomón Libman,4-2-3-1,4-1-4-1,Fernando Legario,Match Report,,Sport Rosario
2017-10-21,13:00,Descentralizado,Torneo Clausura,Sat,Away,L,1,2,Sporting Cristal,,"1,007",Salomón Libman,4-2-3-1,4-1-4-1,Víctor Carrillo,Match Report,,Sport Rosario
2017-10-25,19:00,Descentralizado,Torneo Clausura,Wed,Away,L,1,2,Universitario,,"5,770",Salomón Libman,4-2-3-1,4-3-3,Augusto Menéndez,Match Report,,Sport Rosario
2017-10-28,17:45,Descentralizado,Torneo Clausura,Sat,Home,W,2,1,UTC,,,Salomón Libman,4-2-3-1,4-2-3-1,Diego Jaimes,Match Report,,Sport Rosario
2017-11-18,17:45,Descentralizado,Torneo Clausura,Sat,Away,D,1,1,Cantolao,,802,Salomón Libman,4-2-3-1,4-2-3-1,Edwin Ordóñez,Match Report,,Sport Rosario
2017-11-25,17:45,Descentralizado,Torneo Clausura,Sat,Home,D,0,0,Unión Comercio,,"1,560",Salomón Libman,4-2-3-1,4-5-1,Ramón Blanco,Match Report,,Sport Rosario
2017-11-29,13:15,Descentralizado,Torneo Clausura,Wed,Away,W,4,1,Alianza Atlético,,,Salomón Libman,4-2-3-1,4-4-2,Luis Garay Evia,Match Report,,Sport Rosario
2017-12-03,15:00,Descentralizado,Torneo Clausura,Sun,Home,W,2,0,Juan Aurich,,"2,626",,4-4-2,4-4-2,Víctor Carrillo,Match Report,,Sport Rosario
2017-02-05,11:00,Descentralizado,Torneo de Verano Regular Season,Sun,Home,D,0,0,Unión Comercio,,"5,549",Carlos Lobatón,5-3-2,4-5-1,Jorge Panta,Match Report,,Sporting Cristal
2017-02-12,16:00,Descentralizado,Torneo de Verano Regular Season,Sun,Away,W,5,0,Alianza Atlético,,"2,035",Carlos Lobatón,4-2-3-1,4-2-3-1,Hibert Villegas,Match Report,,Sporting Cristal
2017-02-19,11:00,Descentralizado,Torneo de Verano Regular Season,Sun,Home,W,3,0,USMP,,"6,512",Carlos Lobatón,4-3-3,4-2-3-1,Ramón Blanco,Match Report,,Sporting Cristal
2017-02-22,13:15,Descentralizado,Torneo de Verano Regular Season,Wed,Home,W,4,0,Ayacucho,,"2,992",Carlos Lobatón,4-2-3-1,4-3-3,Iván Chang,Match Report,,Sporting Cristal
2017-02-25,17:45,Descentralizado,Torneo de Verano Regular Season,Sat,Away,L,1,2,Sport Rosario,,"15,508",Jorge Cazulo,4-2-3-1,3-4-3,Henry Gambetta,Match Report,,Sporting Cristal
2017-03-02,20:00,Descentralizado,Torneo de Verano Regular Season,Thu,Away,D,2,2,Melgar,,"13,609",Carlos Lobatón,4-5-1,4-3-3,Micke Palomino,Match Report,,Sporting Cristal
2017-03-05,11:00,Descentralizado,Torneo de Verano Regular Season,Sun,Home,L,1,4,Cantolao,,"3,881",Irven Ávila,4-2-3-1,4-2-3-1,Fernando Legario,Match Report,,Sporting Cristal
2017-03-09,19:45,Libertadores,Group stage,Thu,Home,D,1,1,brSantos,50,,Carlos Lobatón,4-2-3-1,4-2-3-1,José Argote,Match Report,,Sporting Cristal
2017-03-12,11:00,Descentralizado,Torneo de Verano Regular Season,Sun,Away,D,2,2,Unión Comercio,,"2,483",Jorge Cazulo,4-4-2,4-5-1,Víctor Carrillo,Match Report,,Sporting Cristal
2017-03-16,19:45,Libertadores,Group stage,Thu,Away,L,0,3,coSanta Fe,60,,Carlos Lobatón,4-2-3-1,3-4-3,Klever Rojas,Match Report,,Sporting Cristal
2017-04-08,15:30,Descentralizado,Torneo de Verano Regular Season,Sat,Home,W,1,0,Sport Rosario,,"2,905",Carlos Lobatón,4-3-2-1,4-3-3,Miguel Santiváñez,Match Report,,Sporting Cristal
2017-04-14,13:15,Descentralizado,Torneo de Verano Regular Season,Fri,Home,W,4,1,Alianza Atlético,,"3,321",Jorge Cazulo,4-2-3-1,4-2-3-1,Hibert Villegas,Match Report,,Sporting Cristal
2017-04-18,19:45,Libertadores,Group stage,Tue,Home,D,0,0,boThe Strongest,,,Mauricio Viana,3-1-4-2,5-3-2,Mario Díaz de Vivar,Match Report,,Sporting Cristal
2017-04-21,20:00,Descentralizado,Torneo de Verano Regular Season,Fri,Away,L,0,1,USMP,,870,,4-3-3,4-4-2,Eduardo Chirinos,Match Report,,Sporting Cristal
2017-04-30,11:00,Descentralizado,Torneo de Verano Regular Season,Sun,Away,D,2,2,Ayacucho,,"4,718",,4-5-1,4-5-1,Joel Alarcón,Match Report,,Sporting Cristal
2017-05-04,18:30,Libertadores,Group stage,Thu,Away,L,1,5,boThe Strongest,40,,Jorge Cazulo,5-3-2,4-3-3,Mauro Vigliano,Match Report,,Sporting Cristal
2017-05-08,15:30,Descentralizado,Torneo de Verano Regular Season,Mon,Away,L,0,2,Cantolao,,"1,036",,3-4-3,4-2-3-1,Ramón Blanco,Match Report,,Sporting Cristal
2017-05-14,15:30,Descentralizado,Torneo de Verano Regular Season,Sun,Home,W,2,0,Melgar,,"1,445",,4-3-3,4-3-3,Joel Alarcón,Match Report,,Sporting Cristal
2017-05-17,17:30,Libertadores,Group stage,Wed,Home,L,0,2,coSanta Fe,73,,Carlos Lobatón,4-2-3-1,4-4-2,Néstor Pitana,Match Report,,Sporting Cristal
2017-05-23,21:45,Libertadores,Group stage,Tue,Away,L,0,4,brSantos,48,,Carlos Lobatón,4-5-1,4-2-3-1,José Méndez,Match Report,,Sporting Cristal
2017-05-27,15:00,Descentralizado,Torneo Apertura,Sat,Home,W,2,0,Sport Huancayo,,"1,645",,4-2-3-1,3-4-3,Víctor Carrillo,Match Report,,Sporting Cristal
2017-06-04,15:30,Descentralizado,Torneo Apertura,Sun,Away,L,2,4,Comerciantes,,"1,567",,4-2-3-1,4-5-1,Miguel Santiváñez,Match Report,,Sporting Cristal
2017-06-10,15:00,Descentralizado,Torneo Apertura,Sat,Home,W,2,1,USMP,,"1,689",,4-1-4-1,4-2-3-1,Renzo Castañeda,Match Report,,Sporting Cristal
2017-06-13,13:15,Descentralizado,Torneo Apertura,Tue,Away,L,0,1,Real Garcilaso,,"1,368",,4-1-4-1,4-2-3-1,Micke Palomino,Match Report,,Sporting Cristal
2017-06-24,20:00,Descentralizado,Torneo Apertura,Sat,Away,L,1,4,Melgar,,"10,792",Jorge Cazulo,4-2-3-1,4-3-3,Luis Garay Evia,Match Report,,Sporting Cristal
2017-07-02,11:00,Descentralizado,Torneo Apertura,Sun,Home,W,2,0,Ayacucho,,"3,433",Carlos Lobatón,4-2-3-1,4-2-3-1,Kevin Ortega,Match Report,,Sporting Cristal
2017-07-05,15:30,Descentralizado,Torneo Apertura,Wed,Home,D,2,2,Dep Municipal,,"2,144",Carlos Lobatón,4-1-4-1,4-2-3-1,Henry Gambetta,Match Report,,Sporting Cristal
2017-07-09,18:15,Descentralizado,Torneo Apertura,Sun,Away,W,3,1,Sport Rosario,,"12,161",Carlos Lobatón,4-1-4-1,4-2-3-1,Miguel Santiváñez,Match Report,,Sporting Cristal
2017-07-16,11:00,Descentralizado,Torneo Apertura,Sun,Home,W,1,0,UTC,,"5,426",Carlos Lobatón,4-1-4-1,4-2-3-1,Michael Espinoza,Match Report,,Sporting Cristal
2017-07-19,19:00,Descentralizado,Torneo Apertura,Wed,Home,L,0,1,Alianza Lima,,"26,709",Carlos Lobatón,4-1-4-1,4-3-3,Henry Gambetta,Match Report,,Sporting Cristal
